Cod_cliente,Ultima_Compra,Total_transacoes,Valor_total_gasto,Avg_transacao,diversidade_produtos,Dia_fav_compra,UK,Gastos_medios_mensais,Desvio_padrao_gastos_mensais,Tendencia_gastos,Cluster
12399,0.0332962525576336,-0.2479815298133159,-0.1439259506781047,-0.0832506385109427,-0.2483776247123854,1,0,-0.3391318425530836,0.2395699904979439,-0.3172828769087131,1
12401,1.6902477419323558,-0.6404177366986737,-0.6101908392216955,-0.0984438176698171,-0.7098235473781658,2,0,-0.5379200730943672,-0.510681624353513,0.035669011064528,1
12402,1.8703511646904776,-0.5942487711827493,-0.5491245713489776,-0.0752923065705798,-0.6439027012830543,3,0,-0.4051580741923162,-0.510681624353513,0.035669011064528,0
12403,-0.5970657270957933,-0.6404177366986737,-0.454309883068376,0.7345971620616673,-0.7098235473781658,4,0,-0.1990248359920613,-0.510681624353513,0.035669011064528,0
12405,0.2944462155569105,-0.2633711849852907,0.0285584547131334,-0.0063545480741902,-0.1714699709347554,3,0,0.8507620261099915,-0.510681624353513,0.035669011064528,0
12406,-0.8402053478192579,0.1367598494860545,1.0076059327665396,0.0587590768924145,0.2570155286834691,3,0,1.1842542808341776,0.1276161356394226,1.103590886741299,0
12407,-0.5970657270957933,-0.1171694608515299,0.0849976110772058,-0.0611326770143499,-0.1385095478871996,2,0,-0.2147082011830241,0.9377726762868006,0.4757665377467863,1
12408,-0.750153636440197,0.1059805391421049,0.6223759333398732,-0.0094551968821238,0.1251738364932462,4,0,0.077365568491771,-0.0719302418584064,-0.1257367506660868,0
12410,1.7352735976218865,-0.4788263573929381,-0.3858315337507747,-0.0569984786037718,-0.4791005860452756,4,0,-0.0501484947054621,-0.510681624353513,0.035669011064528,0
12412,-0.3719364486481408,-0.2248970470553536,-0.091113057251842,-0.0738453371268775,-0.2923248554424598,0,0,-0.2103143361362262,-0.0489015308737823,-0.4969323040154727,1
12413,-0.4439778177513896,-0.3941832539470766,-0.3119669752162133,-0.0804600545838025,-0.4461401629977198,3,0,-0.370364549539443,0.4101074490496266,-0.7339083706984921,0
12414,0.9158030240724312,-0.5557746332528123,-0.429791510591531,0.0273391689720211,-0.5889686628704613,2,0,-0.4557505920636995,-0.2583831672502008,0.0730277364028734,1
12417,-1.011303599439474,0.7369564011930725,0.916127406388723,-0.0952398139016191,0.9711580280471768,3,0,-0.1868707535510085,0.4065602644319991,0.2172772366734109,0
12418,-0.029739945407709,-0.4095729091190515,-0.320437925438937,-0.0742587569679353,-0.3802193169026084,4,0,0.0920214209833929,-0.510681624353513,0.035669011064528,0
12420,-0.4709933311651079,-0.4480470470489885,-0.3534079080695043,-0.0635098411004323,-0.4351533553152013,4,0,0.0203425555429268,-0.510681624353513,0.035669011064528,0
12421,-0.9032415457846006,-0.3557091160171396,-0.3347205663966575,-0.1163242257955673,-0.4131797399501641,6,0,-0.4428317878950043,-0.3821092758990594,0.0699685851965077,0
12422,-0.1828278547521127,-0.3787935987751019,-0.3131950695978182,-0.0915190353320988,-0.336272086172534,4,0,-0.3712545349635951,-0.1168212038812689,-0.2449076854385125,0
12423,-1.038319112853192,0.2290977805179035,0.1464941954852106,-0.1330677293584086,0.3009627594135434,0,0,-0.396024773970937,-0.0932855307533778,-0.0213873225585768,1
12424,0.4205186114875958,-0.4403522194630011,0.2077296889616929,0.3292390079044859,-0.4241665476326827,3,0,1.2402918276391526,-0.510681624353513,0.035669011064528,0
12425,-0.3359157640965164,-0.3941832539470766,-0.2679199680649496,-0.054311249636896,-0.3582457015375712,3,0,0.2061988423669303,-0.510681624353513,0.035669011064528,0
12426,0.708684087900591,-0.4480470470489885,-0.3967586727367084,-0.095446523822148,-0.4351533553152013,6,0,-0.0739047985470009,-0.510681624353513,0.035669011064528,0
12427,-0.849210518957164,-0.4557418746349759,-0.3053430015831472,-0.0191705631469823,-0.4791005860452756,0,0,-0.3655642344564182,-0.3767942900407837,-0.1057935568419608,1
12429,-0.9572725726120372,0.052116746040193,0.9945997363629284,0.0951400229055017,0.1361606441757647,0,0,0.2796751980538136,1.1890456064528685,-0.0351055336128468,1
12430,-0.6510967539232299,-0.5942487711827493,-0.5390677354681183,-0.0537944748355738,-0.6439027012830543,3,0,-0.3832938653470061,-0.510681624353513,0.035669011064528,0
12431,-0.7231381230264786,1.121697780492443,2.442228076222873,0.0056346273164861,1.0260920664597697,3,0,0.227859388209174,0.7836182040124391,0.0967041541450707,2
12434,-0.2818847372690798,-0.2864556677432529,-0.253927428142254,-0.1108464129015514,-0.2483776247123854,4,0,-0.1870731025992163,0.3523501386369361,1.4795883804691623,0
12435,-0.3269105929586103,-0.3941832539470766,3.142067813116672,1.9705157769039865,-0.4131797399501641,3,0,3.5044830723345943,-0.0375360220531939,-0.755940439487771,2
12436,-0.1468071702004883,-0.5557746332528123,-0.4362704337070845,0.0181405775084848,-0.5889686628704613,3,0,-0.1598059113757864,-0.510681624353513,0.035669011064528,0
12437,-1.029313941715286,0.74465122877906,1.5066328981989296,-0.0276456698886674,0.5316857207464336,2,0,-0.1432700522726339,1.449705477071476,0.2342140108231814,2
12438,-0.9122467169225068,0.0675064012121679,0.5490287216511057,-0.0118323609682062,0.1581342595408019,4,0,0.6857660866194101,2.9124486833030496,5.7628326766225175,0
12441,2.25757352362044,-0.5942487711827493,-0.5684888154368822,-0.1166342906763607,-0.6439027012830543,2,0,-0.4472571878584059,-0.510681624353513,0.035669011064528,1
12442,-1.011303599439474,-0.5865539435967619,-0.5740442502576069,-0.142059610901416,-0.6329158936005357,1,0,-0.4593350609176662,-0.510681624353513,0.035669011064528,1
12444,-0.849210518957164,0.652313297747211,1.3316294488202265,-0.0319865782197744,0.7514218743968052,1,0,0.2481318721389066,2.599282982777256,-1.364235661589123,2
12445,-0.8402053478192579,-0.6481125642846612,-0.6062744752488608,-0.0107988113655617,-0.7208103550606844,3,0,-0.5294056456113377,-0.510681624353513,0.035669011064528,0
12446,-0.5250243579925444,-0.232591874641341,-0.1590788947408995,-0.0957565887029414,-0.1275227402046811,3,0,0.4428263449230719,-0.510681624353513,0.035669011064528,0
12447,1.14993747365799,-0.4788263573929381,-0.4350713494289821,-0.0990639474314038,-0.4791005860452756,6,0,-0.1571990249365379,-0.510681624353513,0.035669011064528,0
12448,-0.6420915827853237,-0.5096056677368879,-0.4670018033507104,-0.0976169779877015,-0.52304781677535,2,0,-0.2266178880203973,-0.510681624353513,0.035669011064528,1
12449,-0.8402053478192579,0.7677357115370221,1.095114909981767,-0.0787030202593068,0.5316857207464336,3,0,0.3343068131602019,0.7068398220617458,1.010944955964271,0
12450,0.3664875846601592,-0.6096384263547241,-0.5480221874158834,-0.0217544371535936,-0.67686312433061,6,0,-0.5067635754898003,-0.4889617700204201,-0.0006699972050287,0
12452,-0.8942363746466945,-0.5173004953228753,-0.4751633124694079,-0.0973069131069082,-0.5340346244578685,2,0,-0.2443615344294759,-0.510681624353513,0.035669011064528,1
12453,0.1683738196262251,-0.3403194608451648,-0.3018182740075961,-0.1075390541730889,-0.2813380477599412,3,0,0.1325017422638203,-0.510681624353513,0.035669011064528,0
12454,-0.5340295291304505,-0.5557746332528123,1.0622609677652095,2.1536607664925955,-0.5889686628704613,4,0,3.098097857880695,-0.510681624353513,0.035669011064528,0
12455,-0.3809416197860469,-0.0171367022336936,0.4876288375881094,0.0070815967601885,0.1691210672233205,2,0,-0.1188504640185282,3.069898524642916,-1.8360618393693235,1
12456,-0.6420915827853237,0.2675719184478405,0.6042397836335733,-0.0587555129282675,0.388857220873692,2,0,0.2935996156742082,0.3281860050225028,-0.0401299577154232,1
12457,-0.4439778177513896,-0.2172022194693662,0.3442077208891045,0.0804636185479495,-0.182456778617274,2,0,0.1051574656886922,1.6838653288926546,-2.1610487592439687,1
12458,-0.3989519620618591,-0.3941832539470766,-0.2629882504695282,-0.0514173107494914,-0.3802193169026084,0,0,-0.1969225082184737,-0.2759003418005558,0.4284763861687849,1
12461,0.3484772423843471,-0.4095729091190515,-0.3405999473731599,-0.0868680621201985,-0.3802193169026084,4,0,0.0481878869040934,-0.510681624353513,0.035669011064528,0
12462,-0.8762260323708824,-0.2095073918833788,-0.1903711263855733,-0.1159108059545095,-0.2044303939823111,2,0,-0.1179853561396969,0.4151086973306861,-1.5132503159080943,1
12463,-0.5610450425441689,-0.063305667749618,-0.06311830737195,-0.120355069245881,-0.050615086427051,1,0,-0.2952115874531236,-0.3680790389066459,0.0762846509195497,1
12464,-0.9482674014741312,-0.5019108401509004,-0.1809621828162694,0.1721394683025186,-0.6988367396956472,3,0,-0.409562450877982,0.1378972966756847,0.0970992393297311,0
12465,-0.8852312035087885,-0.3249298056731899,-0.3138574669611248,-0.1207684890869388,-0.259364432394904,3,0,-0.2522189844832591,0.0053126701685546,-0.827629639475334,0
12468,0.6456478899352484,-0.3941832539470766,-0.3257757844833931,-0.0887284514049586,-0.3692325092200898,6,0,-0.2651745793879921,0.5544777626346996,1.81776364110014,0
12472,-0.750153636440197,1.8834857115051968,2.2902441439733865,-0.0885217414844297,1.64135329668081,2,0,0.300459711421117,1.8722886181442635,-0.5875502779898969,2
12473,-0.5610450425441689,0.5676701943013495,0.6115841748369509,-0.1107430579412869,0.7624086820793238,0,0,0.2989220088210071,2.718795017719307,3.03855037554349,1
12474,-0.8852312035087885,2.46829260804024,2.617903592999384,-0.1066088595307088,2.0149047578864416,1,0,0.1771154735390956,1.7830423469187304,0.5800496033148989,2
12475,-0.5610450425441689,-0.4018780815330641,-0.320051124058904,-0.0797365698619513,-0.3692325092200898,0,0,0.0928623520928279,-0.510681624353513,0.035669011064528,1
12476,-0.9032415457846006,1.0524443322185564,2.208198736251126,-0.0053209984715457,1.1799073740150297,3,0,0.0781460576777153,2.48360154104721,0.9277257429787104,2
12477,-0.8402053478192579,1.6372512287535994,5.748069585830596,0.1780307010375924,1.3447094892528084,4,0,2.168456925711394,4.247843417406054,-0.2792196197773868,2
12478,-1.011303599439474,-0.4018780815330641,-0.3797104019117517,-0.1162208708353029,-0.3692325092200898,1,0,-0.0368407598986532,-0.510681624353513,0.035669011064528,1
12479,-0.939262230336225,-0.4403522194630011,-0.4149044924775089,-0.1144638365108072,-0.4241665476326827,0,0,-0.1133549792183705,-0.510681624353513,0.035669011064528,1
12480,-0.7861743209918214,0.483027090855488,0.7515095740639071,-0.0785996652990423,0.6525406052541379,4,0,0.1475517812129899,0.5656222402012122,0.4089163587583855,0
12481,-0.8402053478192579,0.9370219184287452,1.7836358714923486,-0.0291959942926342,0.8832635665870281,0,0,0.1431169958577418,1.110359456693243,0.0115202568445801,2
12483,-0.8852312035087885,-0.1479487711954795,0.2802646177523908,0.0129728294952622,-0.259364432394904,1,0,-0.3238009926798705,-0.0209393962950591,0.0549222404823696,1
12484,-0.7231381230264786,1.960433987365071,1.2679329315632837,-0.1579762747821416,2.0478651809339974,4,0,0.4282361901743746,0.5877617737623111,-0.3102931799099259,2
12488,-0.9572725726120372,-0.2556763573993033,-0.0419022516771371,-0.039221425438286,-0.259364432394904,2,0,-0.1746518493369369,0.4193973600586244,-0.1997311292394546,1
12489,1.9874183894832569,-0.5634694608387997,-0.4991643381004586,-0.0567917686832429,-0.5999554705529799,4,0,-0.2965413097699177,-0.510681624353513,0.035669011064528,0
12490,-0.9932932571636616,1.1370874356644178,1.7060870298129724,-0.0637165510209612,0.6745142206191751,2,0,0.027807133094021,1.2926518582173558,0.3123515066692295,2
12491,-0.6961226096127604,-0.4788263573929381,-0.438499376659525,-0.1019578863188085,-0.4900873937277942,1,0,-0.1646517768939056,-0.510681624353513,0.035669011064528,1
12492,-0.4709933311651079,-0.53269015049485,-0.5338410818204217,-0.1470206489941097,-0.5560082398229057,4,0,-0.4913482570899699,-0.4721547398817172,0.1001274900188609,0
12493,0.4475341249013141,-0.5173004953228753,-0.4600925636998701,-0.0811835393056536,-0.5560082398229057,3,0,-0.4111812432636444,-0.4617011365207218,-0.0462791606453907,0
12494,-0.9032415457846006,-0.1248642884375173,-0.1195332886497705,-0.1196315845240298,-0.0725887017920882,4,0,-0.4208379355036563,0.0598974965149406,0.0579350409128814,0
12497,-0.3089002506827981,-0.5711642884247871,-0.1828720146301825,0.4803439598111149,-0.6109422782354985,0,0,0.3910985700539514,-0.510681624353513,0.035669011064528,1
12498,-0.849210518957164,-0.5096056677368879,-0.4746169555201111,-0.1053686000075354,-0.5340346244578685,3,0,-0.4269697248432865,-0.2417691421342665,-0.4142425198918896,0
12500,-0.8312001766813518,-0.2710660125712781,1.319232464590167,0.5294375659367296,-0.391206124585127,4,0,-0.0011177060373153,2.416482242938254,0.837965626220886,0
12501,1.9874183894832569,0.4676374356835132,0.3355820501143675,-0.1359616682458133,0.8722767589045095,4,0,1.5182510942240244,-0.510681624353513,0.035669011064528,0
12502,-0.1828278547521127,0.4214684701675887,0.8048108042324614,-0.0593756426898542,0.3558967978261363,3,0,0.0190643402565856,0.4471922732768013,0.5549645634226997,0
12504,-0.8762260323708824,-0.6096384263547241,-0.4367345953631242,0.2755977835272352,-0.6988367396956472,2,0,-0.1608150287071084,-0.510681624353513,0.035669011064528,1
12506,1.0508805911410228,-0.494216012564913,-0.608160131976522,-0.2443810215632236,-0.5010742014103128,3,0,-0.5335051847698334,-0.510681624353513,0.035669011064528,0
12507,0.1683738196262251,-0.5249953229088626,-0.1346620576263132,0.2952352259774811,-0.5560082398229057,0,0,-0.0574278046215089,0.702712074605281,2.0657711924364177,1
12508,-0.8041846632676335,-0.1402539436094921,-0.4511332767348546,-0.2178187967752594,-0.1275227402046811,3,0,-0.1921186892558264,-0.510681624353513,0.035669011064528,0
12509,1.51914949031214,-0.625028081526699,-0.5670624853480103,-0.0043908038291656,-0.6878499320131286,0,0,-0.4441562543923644,-0.510681624353513,0.035669011064528,1
12510,0.2404151887294738,-0.4326573918770137,-0.2498515086001557,-0.005837773272868,-0.4461401629977198,1,0,-0.1826424468163806,0.8912463203809727,-2.30986565025263,1
12512,-0.4439778177513896,-0.4095729091190515,-0.576959765659606,-0.2354924949804807,-0.4131797399501641,1,0,-0.4656735791550325,-0.510681624353513,0.035669011064528,1
12513,-0.029739945407709,-0.4095729091190515,-0.3737633306937436,-0.1077457640936178,-0.3802193169026084,4,0,-0.0239114440910901,-0.510681624353513,0.035669011064528,0
12514,1.366061580967736,-0.2787608401572655,-0.1516474732270145,-0.0712614631202662,-0.1934435862997925,3,0,0.4589827338630918,-0.510681624353513,0.035669011064528,0
12515,2.1405062988276606,-0.5557746332528123,-0.5089455779980444,-0.0854210926764962,-0.5889686628704613,1,0,-0.3178063551997553,-0.510681624353513,0.035669011064528,1
12516,-0.3449209352344225,-0.4865211849789256,-0.0702354527645582,0.2333256047790743,-0.5450214321403871,4,0,0.0126059893361248,-0.0391243787476202,0.8246210171345313,0
12517,-0.7861743209918214,1.4910495046198389,0.4793996382279062,-0.1919800567091464,1.7841817965535516,3,0,-0.0003443497491741,0.4061195988528245,-0.6580970417116465,2
12518,-1.038319112853192,0.2444874356898783,0.2463759818442452,-0.1175644853187408,0.1581342595408019,4,0,-0.2237503129372239,-0.0910673846981787,0.0299091546517344,0
12519,-0.4709933311651079,-0.5403849780808374,-0.5050098739562081,-0.1030947908817175,-0.5779818551879429,4,0,-0.3092498811612542,-0.510681624353513,0.035669011064528,0
12520,-0.3269105929586103,0.4599426080975258,0.4907232486283739,-0.1125000922657826,0.5646461437939894,4,0,0.0058102148080033,1.356615714839352,-1.1212216338381853,0
12521,0.2404151887294738,-0.3864884263610892,-0.3798602874465145,-0.1250060424577813,-0.3472588938550526,2,0,-0.0371666207035593,-0.510681624353513,0.035669011064528,1
12522,-0.6871174384748543,-0.5942487711827493,-0.5679231184185839,-0.1154973861134517,-0.6439027012830543,0,0,-0.4460273261108572,-0.510681624353513,0.035669011064528,1
12523,-0.8672208612329763,0.1136753667280923,0.1781442184064149,-0.105265245047271,0.1581342595408019,2,0,-0.4122394149096834,-0.0137788810825823,0.1959376337608574,1
12524,-0.9572725726120372,0.3752995046516643,1.264064917762953,0.0223781308793274,0.4767516823338407,3,0,-0.0182516773920534,1.6003629687766685,0.2089524901847075,0
12526,-1.038319112853192,-0.1479487711954795,-0.0767143758801117,-0.0992706573519328,-0.0616018941095696,0,0,-0.1998797826199868,0.1739109471301713,-0.715893369149894,1
12527,-0.3089002506827981,-0.5403849780808374,-0.4837986532786457,-0.0764292111334888,-0.5669950475054243,1,0,-0.4948889274486535,-0.278427081307858,-0.1210893128737896,1
12528,-0.9572725726120372,-0.0094418746477062,0.151894909753922,-0.0797365698619513,-0.2154172016648297,0,0,-0.3224875383756102,-0.0287518738222758,-0.0823215239494818,1
12530,-0.5070140157167323,-0.194117736711404,0.0816904592779233,-0.027335605007874,-0.2044303939823111,1,0,-0.2165056914294413,-0.3544309299692117,0.167144531800336,1
12531,-0.9122467169225068,-0.5403849780808374,-0.5831534227573852,-0.201282003132947,-0.5669950475054243,4,0,-0.4791389885448605,-0.510681624353513,0.035669011064528,0
12532,-0.7681639787160092,-0.5557746332528123,-0.4919601623973431,-0.0612360319746143,-0.5889686628704613,2,0,-0.2808789678566908,-0.510681624353513,0.035669011064528,1
12534,0.1323531350746007,-0.194117736711404,-0.1692952861910225,-0.1138437067492205,-0.0725887017920882,0,0,0.4206152519951199,-0.510681624353513,0.035669011064528,1
12535,-0.2188485393037371,-0.4095729091190515,-0.2973410480337135,-0.0596857075706476,-0.4461401629977198,0,0,-0.2342651052968219,-0.4126098331045984,-0.1284127354587259,1
12536,-0.5070140157167323,1.3217632977281155,1.4255496589095014,-0.1067122144909733,2.091812411664072,1,0,3.8879108675009166,-0.510681624353513,0.035669011064528,2
12538,-0.7771691498539153,-0.5096056677368879,-0.4677270559382724,-0.0983404627095527,-0.52304781677535,3,0,-0.2281946338505879,-0.510681624353513,0.035669011064528,0
12539,-0.8402053478192579,1.4294908839319391,2.04860932186674,-0.0666104899083659,0.9711580280471768,3,0,1.3403170792268235,6.617897615323945,-7.321867744900226,2
12540,-0.8672208612329763,2.8761184700975724,4.955368507625362,-0.0178269486635444,2.278588142266888,1,0,0.4958460957694153,2.677611008812135,0.3823840510043687,2
12541,-0.7771691498539153,-0.2941504953292403,-0.2369855276968064,-0.0999941420737839,-0.259364432394904,3,0,-0.3160263843514512,-0.0785462345639062,0.2724905751613677,0
12544,-0.7141329518885725,-0.53269015049485,-0.4905725124464745,-0.0956532337426769,-0.5560082398229057,3,0,-0.2778621275015928,-0.510681624353513,0.035669011064528,0
12545,-0.3629312775102347,-0.3018453229152277,-0.2412355078599195,-0.0982371077492882,-0.3033116631249783,4,0,-0.1732765765850483,0.4346122399971366,-1.545881262109329,0
12546,-0.6240812405095115,-0.1556435987814669,-0.1498004966373567,-0.1198382944445587,-0.1165359325221625,4,0,-0.073883775269265,0.711614259799627,-2.0093272196151224,0
12547,0.7356996013143093,-0.625028081526699,-0.5703019469057872,-0.0159665593787843,-0.6878499320131286,4,0,-0.5309823914415284,-0.1006639660247171,-0.6503224715750645,0
12548,0.4565392960392202,-0.6404177366986737,-0.6112061928442822,-0.1038182756035686,-0.7098235473781658,6,0,-0.5401275172566341,-0.510681624353513,0.035669011064528,0
12550,-0.3269105929586103,-0.2402867022273284,-0.2448907809012318,-0.1252127523783102,-0.1385095478871996,2,0,0.2562657782949167,-0.510681624353513,0.035669011064528,1
12551,2.176526983379285,-0.5942487711827493,-0.5624692189601178,-0.1038182756035686,-0.6439027012830543,4,0,-0.4341701974678237,-0.510681624353513,0.035669011064528,0
12552,-0.6871174384748543,-0.5249953229088626,-0.4900309905144283,-0.1045417603254198,-0.5450214321403871,0,0,-0.2766848239483838,-0.510681624353513,0.035669011064528,1
12553,-0.9662777437499434,0.7292615736070851,0.9413565264013788,-0.0913123254115699,0.2789891440485063,4,0,-0.2278757808049272,0.4517610290925488,0.0151150170163702,0
12556,-0.5880605559578872,0.2598770908618531,-0.3518026823423671,-0.2258804836758866,0.3449099901436178,0,0,-0.293466655401046,-0.4290844164933049,-0.1008494740841978,1
12558,-0.9752829148878496,-0.5865539435967619,-0.5131713830749055,-0.0238215363588827,-0.6329158936005357,4,0,-0.3269935275703328,-0.510681624353513,0.035669011064528,0
12559,1.7532839398976985,-0.5173004953228753,-0.3895158168955895,-0.0057344183126035,-0.5340346244578685,0,0,-0.3344620469860023,0.8727031794367333,-2.2788415309476684,1
12560,-0.9932932571636616,0.1213701943140797,0.2836636348794312,-0.0850076728354383,0.2350419133184319,1,0,0.3973056928054684,1.9516775758136813,-4.084049747875821,1
12561,1.6812425707944496,-0.5480798056668249,-0.5282131217409408,-0.1231456531730212,-0.5779818551879429,3,0,-0.3596952360884863,-0.510681624353513,0.035669011064528,0
