Cod_cliente,Ultima_Compra,Total_transacoes,Valor_total_gasto,Avg_transacao,diversidade_produtos,Dia_fav_compra,UK,Gastos_medios_mensais,Desvio_padrao_gastos_mensais,Tendencia_gastos
12597,19,202,3195.22,15.82,183,6,0,798.8050000000001,760.8856396988973,44.522000000000006
12598,9,127,2807.08,22.1,83,4,0,561.4159999999999,310.48515243083693,68.90400000000001
12599,29,55,888.58,16.16,31,1,0,148.09666666666666,65.35278958595927,-13.530857142857142
12600,28,54,2311.04,42.8,31,4,0,256.78222222222223,79.07218328492293,5.44883333333333
12601,189,23,487.06,21.18,20,3,0,97.412,30.536367170965182,-12.482
12602,58,12,153.12,12.76,12,2,0,153.12,0.0,0.0
12603,21,1,613.1999999999999,613.2,1,4,0,613.1999999999999,0.0,0.0
12604,79,15,236.18,15.75,14,2,0,118.09,59.97679718024297,-84.82000000000001
12607,60,101,1579.51,15.64,101,0,0,1579.51,0.0,0.0
12609,78,57,964.85,16.93,56,0,0,321.6166666666667,89.68371777158512,19.095
12610,22,102,1747.54,17.13,84,4,0,582.5133333333333,465.86117034298246,-448.0249999999999
12611,52,65,1193.32,18.36,65,1,0,1193.32,0.0,0.0
12612,74,18,668.04,37.11,18,0,0,668.04,0.0,0.0
12613,57,149,3092.38,20.75,123,3,0,1030.7933333333333,633.1802376364359,503.1000000000001
12614,277,20,315.6,15.78,20,0,0,315.6,0.0,0.0
12615,2,101,2093.19,20.72,81,3,0,523.2975,97.06097924329151,-50.136999999999986
12616,95,30,641.3,21.38,24,0,0,320.65,142.90628047780126,202.1
12617,29,42,355.53000000000003,8.46,39,3,0,355.53000000000003,0.0,0.0
12618,21,10,137.31,13.73,10,4,0,137.31,0.0,0.0
12619,16,82,2945.56,35.92,48,3,0,490.9266666666667,215.125968182985,95.89257142857143
12620,14,91,1303.41,14.32,88,4,0,434.46999999999997,110.35854429993172,-98.78499999999998
12621,1,449,12411.67,27.64,260,3,0,1034.3058333333333,451.1429200770041,-47.82863636363637
12622,232,10,162.1,16.21,10,3,0,162.1,0.0,0.0
12623,276,17,269.1,15.83,17,1,0,269.1,0.0,0.0
12624,106,36,569.13,15.81,35,2,0,284.565,29.168154723945086,41.25
12625,211,84,2413.82,28.74,72,0,0,1206.91,542.6478860181803,-767.4200000000001
12626,23,285,5954.4800000000005,20.89,231,3,0,992.4133333333333,464.6191057486407,-52.75142857142856
12627,10,224,4082.53,18.23,161,3,0,816.506,236.18740923258378,-32.29099999999999
12628,4,38,732.46,19.28,33,3,0,244.15333333333334,62.90710002323534,-59.194999999999986
12630,9,62,1030.88,16.63,59,3,0,515.44,93.83306986345485,-132.69999999999993
12631,57,30,480.5,16.02,30,3,0,480.5,0.0,0.0
12633,58,97,1929.98,19.9,72,4,0,482.495,346.24901352446716,-254.83
12635,89,99,1509.18,15.24,95,6,0,754.5899999999999,176.70598461851824,249.89999999999998
12637,67,387,5823.9,15.05,204,0,0,970.65,905.9671016985109,52.18114285714284
12638,33,38,511.69,13.47,38,6,0,511.69,0.0,0.0
12639,238,21,366.1,17.43,21,4,0,366.1,0.0,0.0
12640,23,50,994.58,19.89,46,0,0,497.29,250.74006460874978,-354.6
12641,115,9,145.9,16.21,9,1,0,145.9,0.0,0.0
12642,25,44,905.26,20.57,38,2,0,301.75333333333333,40.08007027605282,-5.799999999999983
12643,128,18,3041.64,168.98,10,1,0,760.41,246.70223914670902,83.78400000000002
12644,129,31,477.90999999999997,15.42,31,1,0,477.90999999999997,0.0,0.0
12645,33,69,1631.18,23.64,57,0,0,407.795,51.788112857424466,25.941999999999997
12646,4,45,1346.97,29.93,43,4,0,673.485,82.31430039792606,-116.41000000000008
12647,22,109,3146.82,28.87,77,6,0,393.3525,255.332310123214,-62.01642857142857
12648,154,20,300.05,15.0,20,4,0,300.05,0.0,0.0
12649,107,29,569.51,19.64,27,2,0,284.755,76.71401469092851,-108.48999999999998
12650,3,19,242.44,12.76,19,1,0,242.44,0.0,0.0
12651,334,9,114.0,12.67,9,6,0,114.0,0.0,0.0
12652,331,47,793.98,16.89,47,2,0,793.98,0.0,0.0
12653,148,43,2209.85,51.39,37,3,0,1104.925,460.7861339602137,651.65
12654,10,34,529.98,15.59,30,3,0,176.66,44.71883607608768,39.81500000000001
12656,17,121,3619.17,29.91,88,2,0,723.8340000000001,280.2540776331363,-27.654999999999998
12657,11,44,1427.18,32.44,34,3,0,475.7266666666667,402.55536083044944,145.89999999999998
12658,18,35,632.05,18.06,35,0,0,632.05,0.0,0.0
12659,29,4,73.67999999999999,18.42,4,3,0,73.67999999999999,0.0,0.0
12660,11,12,227.10000000000002,18.92,12,0,0,227.10000000000002,0.0,0.0
12662,0,220,3543.78,16.11,128,1,0,354.37800000000004,93.13044481323553,7.439757575757576
12664,8,28,4391.88,156.85,9,1,0,627.4114285714286,217.89538831195821,51.00571428571428
12665,324,2,45.0,22.5,2,2,0,45.0,0.0,0.0
12667,58,32,460.13,14.38,32,2,0,460.13,0.0,0.0
12668,11,157,3177.15,20.24,114,0,0,794.2875,316.0521205302484,129.54300000000003
12669,150,98,1427.73,14.57,96,0,0,713.865,444.6782414847841,-628.8699999999999
12670,10,87,2744.05,31.54,57,3,0,686.0125,391.1545475789162,222.033
12672,329,10,225.9,22.59,10,4,0,225.9,0.0,0.0
12673,5,41,574.52,14.01,41,0,0,287.26,93.8472119990786,132.72
12674,38,79,1844.6,23.35,51,1,0,461.15,95.7607108021517,-0.12799999999999728
12676,24,39,1091.39,27.98,32,1,0,181.89833333333334,143.31631343523551,-49.43742857142857
12679,58,44,951.02,21.61,42,1,0,237.75500000000002,322.87000000000006,-193.72200000000004
12680,0,49,790.81,16.14,32,3,0,263.6033333333333,13.275828913229207,-13.16499999999999
12682,3,496,11028.22,22.23,208,1,0,848.3246153846153,456.76929989538826,20.37824175824176
12683,4,331,7612.57,23.0,176,3,0,845.8411111111111,304.31695785169626,-34.84966666666667
12684,7,98,2073.63,21.16,59,1,0,414.726,254.71132518990984,-129.279
12685,28,151,2575.08,17.05,116,3,0,858.36,706.7221199311649,-653.95
12686,371,6,71.14,11.86,6,4,0,71.14,0.0,0.0
12688,113,171,4873.81,28.5,171,3,0,4873.81,0.0,0.0
12689,25,70,1139.6100000000001,16.28,56,0,0,569.8050000000001,134.03209037391008,189.55
12690,205,15,335.01,22.33,15,2,0,335.01,0.0,0.0
12691,28,27,927.8,34.36,20,0,0,185.56,59.33054019642834,8.769999999999994
12693,127,35,711.91,20.34,34,3,0,177.9775,35.176883863317585,17.828999999999994
12694,70,35,761.67,21.76,31,3,0,380.83500000000004,6.597306268470497,-9.329999999999984
12695,7,27,582.1,21.56,23,2,0,145.525,75.17247390723105,-9.400000000000002
12697,28,38,757.59,19.94,36,3,0,252.53,64.10623136638125,-63.40999999999999
12700,7,264,4525.99,17.14,192,2,0,1131.4975,197.45004252130883,103.25300000000001
12701,79,51,725.71,14.23,49,2,0,362.855,87.36304281559794,123.55000000000001
12702,19,11,201.0,18.27,11,6,0,201.0,0.0,0.0
12703,71,20,265.55,13.28,20,3,0,265.55,0.0,0.0
12704,7,81,1740.84,21.49,63,3,0,348.168,206.13495232492718,-35.73500000000001
12705,15,328,6382.29,19.46,227,4,0,911.7557142857142,207.67256301344054,-24.418928571428562
12707,291,33,603.42,18.29,33,0,0,603.42,0.0,0.0
12708,29,147,2442.91,16.62,85,0,0,271.4344444444444,65.35552675771024,15.353
12709,15,203,9430.52,46.46,92,3,0,943.052,474.2789876995747,8.852484848484847
12710,96,74,1023.02,13.82,74,6,0,341.00666666666666,297.2050109492324,-162.15000000000003
12712,28,120,3928.13,32.73,57,4,0,392.813,190.87571355029255,-9.067090909090908
12713,0,37,794.55,21.47,37,4,0,794.55,0.0,0.0
12714,9,254,4294.86,16.91,215,3,0,858.9720000000001,294.92005445544055,96.86200000000002
12715,106,20,273.86,13.69,19,3,0,273.86,0.0,0.0
12716,3,67,963.49,14.38,59,4,0,481.745,201.0375289591473,-284.30999999999995
12717,151,53,830.98,15.68,48,4,0,415.49,133.2896282536642,-188.5
12718,71,18,202.25,11.24,18,3,0,202.25,0.0,0.0
12719,5,37,572.95,15.49,33,6,0,286.475,54.97755223725407,77.75
12720,2,342,5115.73,14.96,210,2,0,393.51769230769236,170.5356180369097,18.451538461538465
12721,31,155,2386.13,15.39,132,3,0,397.68833333333333,118.71707382119337,41.06085714285715
12722,85,52,979.63,18.84,49,2,0,326.54333333333335,289.0997873284125,-126.47
12723,3,68,707.07,10.4,52,2,0,235.68999999999997,154.72517991587537,-120.06499999999998
12724,5,49,923.41,18.85,46,0,0,230.85250000000002,175.35129338464165,54.137000000000015
12725,371,23,371.8,16.17,23,4,0,371.8,0.0,0.0
12726,28,117,2411.1,20.61,56,4,0,344.4428571428571,186.38948376220924,60.21571428571429
12727,10,132,3440.7000000000003,26.07,108,2,0,573.4499999999999,165.12472413300196,-5.047428571428567
12728,71,42,728.33,17.34,37,1,0,182.0825,38.58266309713038,-10.123000000000001
12729,113,25,417.01,16.68,25,3,0,417.01,0.0,0.0
12732,179,11,218.26000000000002,19.84,11,0,0,218.26000000000002,0.0,0.0
12733,234,22,383.95,17.45,22,1,0,383.95,0.0,0.0
12734,352,4,110.39999999999999,27.6,4,2,0,110.39999999999999,0.0,0.0
12735,315,41,689.5699999999999,16.82,37,3,0,689.5699999999999,0.0,0.0
12736,332,3,144.0,48.0,3,1,0,144.0,0.0,0.0
12738,372,10,137.35,13.74,10,3,0,137.35,0.0,0.0
12739,99,37,975.54,26.37,37,3,0,975.54,0.0,0.0
12740,63,27,427.6,15.84,27,4,0,427.6,0.0,0.0
12743,134,134,546.43,4.08,114,3,0,546.43,0.0,0.0
12744,56,215,9120.39,42.42,177,1,0,2280.0975,1225.347050767659,-133.085
12747,2,103,4196.01,40.74,42,1,1,466.22333333333336,195.16695974216537,-13.040333333333331
12749,3,198,4040.88,20.41,159,0,1,1010.22,607.3288140153842,-166.166
12750,128,15,275.88,18.39,15,2,0,275.88,0.0,0.0
12752,81,53,4366.78,82.39,53,0,0,4366.78,0.0,0.0
12756,86,4,112.08,28.02,4,2,0,112.08,0.0,0.0
12757,15,365,4199.2,11.5,235,3,0,839.8399999999999,618.4909889804378,170.816
12758,116,97,2791.59,28.78,84,1,0,1395.795,246.63177421005588,-348.78999999999996
12759,52,92,1411.44,15.34,80,1,0,470.48,106.00262638255717,-5.439999999999998
12762,7,67,1702.52,25.41,61,4,0,851.26,630.2725583428173,891.3400000000001
12763,138,18,494.08,27.45,16,6,0,247.04,103.29415859573085,-146.07999999999998
12764,316,45,1693.88,37.64,45,3,0,1693.88,0.0,0.0
12766,3,306,6457.63,21.1,204,2,0,922.5185714285715,276.0964849727097,15.689642857142859
12769,238,32,1143.6,35.74,32,4,0,1143.6,0.0,0.0
12770,210,12,1351.45,112.62,12,4,0,1351.45,0.0,0.0
12772,59,54,752.47,13.93,54,1,0,752.47,0.0,0.0
12775,17,61,1281.04,21.0,46,1,0,256.20799999999997,88.09962865983036,22.79100000000001
12778,19,44,693.23,15.76,39,4,0,138.64600000000002,66.60916363384246,-11.712999999999997
12779,37,149,3981.36,26.72,88,2,0,497.67,316.17975976604555,45.57761904761905
12781,63,24,786.74,32.78,24,0,0,393.37,220.46175223834177,-311.78
12782,4,98,1938.92,19.78,80,2,0,387.784,124.27243551970808,-47.87100000000001
12783,2,78,1295.8700000000001,16.61,74,4,0,323.9675,143.9982873451394,-31.907
12784,15,58,518.42,8.94,53,3,0,518.42,0.0,0.0
12785,364,13,255.95,19.69,13,4,0,255.95,0.0,0.0
12787,9,17,418.66,24.63,16,1,0,139.5533333333333,33.91935337433974,-19.549999999999997
12789,65,3,76.85,25.62,3,2,0,76.85,0.0,0.0
12790,192,20,294.92,14.75,20,1,0,294.92,0.0,0.0
12791,373,1,177.60000000000002,177.6,1,2,0,177.60000000000002,0.0,0.0
12792,256,24,344.54,14.36,24,0,0,344.54,0.0,0.0
12793,334,22,461.48,20.98,20,6,0,230.74,179.5202696076407,253.88
12794,53,45,860.41,19.12,43,0,0,430.205,160.0960463284462,226.40999999999997
12795,18,13,318.48,24.5,13,0,0,318.48,0.0,0.0
